%units
	n_n2o = "ug:h-1:m-2"
	n_n2o_std = "ug:h-1:m-2"

%info
	author  = ""
	contact = ""
	date    = "2014-08-01 15:00:00"
	project = ""
	comment = ""

%data
date	time	n_n2o	n_n2o_std
2009-07-03	12:00	0.00118362	na
2009-07-04	12:00	0.00120908	na
2009-07-05	12:00	0.00123871	na
2009-07-06	12:00	0.00124562	na
2009-07-07	12:00	0.0012295	na
2009-07-08	12:00	0.00125248	na
2009-07-09	12:00	0.00126187	na
2009-07-10	12:00	0.00125766	na
2009-07-11	12:00	0.0012296	na
2009-07-12	12:00	0.00122718	na
2009-07-13	12:00	0.00123282	na
2009-07-14	12:00	0.00123603	na
2009-07-15	12:00	0.00124337	na
2009-07-16	12:00	0.00128632	na
2009-07-17	12:00	0.00126333	na
2009-07-18	12:00	0.00556043	na
2009-07-19	12:00	0.0179128	na
2009-07-20	12:00	0.0177741	na
2009-07-21	12:00	0.0107298	na
2009-07-22	12:00	0.00868133	na
2009-07-23	12:00	0.00712753	na
2009-08-07	12:00	0.00608524	na
2009-08-08	12:00	0.00561261	na
2009-08-09	12:00	0.00511992	na
2009-08-10	12:00	0.00510166	na
2009-08-11	12:00	0.00488616	na
2009-08-12	12:00	0.00471906	na
2009-08-13	12:00	0.00450736	na
2009-08-14	12:00	0.00437509	na
2009-08-15	12:00	0.00407771	na
2009-08-16	12:00	0.00410743	na
2009-08-17	12:00	0.00379374	na
2009-08-18	12:00	0.00374962	na
2009-08-19	12:00	0.00381107	na
2009-08-20	12:00	0.00370861	na
2009-08-21	12:00	0.00360894	na
2009-08-22	12:00	0.00345059	na
2009-08-23	12:00	0.00346935	na
2009-08-24	12:00	0.00336188	na
2009-08-25	12:00	0.0033279	na
2009-08-26	12:00	0.00325697	na
2009-08-27	12:00	0.0030872	na
2009-08-28	12:00	0.00290016	na
2009-08-29	12:00	0.00294589	na
2009-08-30	12:00	0.00287681	na
2009-08-31	12:00	0.00263163	na
2009-09-01	12:00	0.00248616	na
2009-09-02	12:00	0.0024789	na
2009-09-03	12:00	0.00236231	na
2009-09-04	12:00	0.00223458	na
2009-09-05	12:00	0.00238544	na
2009-09-06	12:00	0.00233081	na
2009-09-07	12:00	0.00221165	na
2009-09-08	12:00	0.00193158	na
2009-09-09	12:00	0.00187238	na
2009-09-10	12:00	0.00189223	na
2009-09-11	12:00	0.00185276	na
2009-09-12	12:00	0.00183665	na
2009-09-13	12:00	0.00187145	na
2009-09-14	12:00	0.00189404	na
2009-09-15	12:00	0.00192493	na
2009-09-16	12:00	0.00196395	na
2009-09-17	12:00	0.00198686	na
2009-09-18	12:00	0.00196124	na
2009-09-19	12:00	0.00199823	na
2009-09-20	12:00	0.0019648	na
2009-09-21	12:00	0.00201975	na
2009-09-22	12:00	0.00174424	na
2009-09-23	12:00	0.00172133	na
2009-09-24	12:00	0.00178805	na
2009-09-25	12:00	0.00184311	na
2009-09-26	12:00	0.0018641	na
2009-09-27	12:00	0.00191646	na
2009-09-28	12:00	0.00192151	na
2009-09-29	12:00	0.00187522	na
2009-09-30	12:00	0.00190857	na
2009-10-01	12:00	0.00198825	na
2009-10-14	12:00	0.00204657	na
2009-10-15	12:00	0.00206372	na
2009-10-16	12:00	0.00196527	na
2009-10-17	12:00	0.00207985	na
2009-10-18	12:00	0.0019931	na
2009-10-19	12:00	0.00205307	na
2009-10-20	12:00	0.00208179	na
2009-10-21	12:00	0.00217051	na
2009-10-22	12:00	0.00214976	na
2009-10-23	12:00	0.00215043	na
2009-10-24	12:00	0.00211266	na
2009-10-25	12:00	0.002122	na
2009-10-26	12:00	0.00213268	na
2009-10-27	12:00	0.00214044	na
2009-10-28	12:00	0.00210763	na
2009-10-29	12:00	0.00204517	na
2009-10-30	12:00	0.00203584	na
2009-10-31	12:00	0.00201087	na
2009-11-01	12:00	0.00203729	na
2009-11-02	12:00	0.00208615	na
2009-11-17	12:00	0.00207225	na
2009-11-18	12:00	0.00208712	na
2009-11-19	12:00	0.00209154	na
2009-11-20	12:00	0.00199773	na
2009-11-21	12:00	0.00200913	na
2009-11-22	12:00	0.00203877	na
2009-11-23	12:00	0.00201218	na
2009-11-24	12:00	0.0020217	na
2009-11-25	12:00	0.00206312	na
2009-11-26	12:00	0.00203724	na
2009-11-27	12:00	0.00198019	na
2009-11-28	12:00	0.00192058	na
2009-11-29	12:00	0.00186468	na
2009-11-30	12:00	0.00182535	na
2009-12-01	12:00	0.00158617	na
2009-12-02	12:00	0.00143013	na
2009-12-03	12:00	0.00123612	na
2009-12-04	12:00	0.00128421	na
2009-12-05	12:00	0.00129114	na
2009-12-06	12:00	0.00138649	na
2009-12-07	12:00	0.00142416	na
2009-12-08	12:00	0.00139634	na
2009-12-09	12:00	0.00152649	na
2009-12-10	12:00	0.00153296	na
2009-12-11	12:00	0.00155194	na
2009-12-12	12:00	0.00157556	na
2009-12-13	12:00	0.001598	na
2009-12-14	12:00	0.00155064	na
2010-01-18	12:00	0.00164285	na
2010-01-19	12:00	0.00162663	na
2010-01-20	12:00	0.00164601	na
2010-01-21	12:00	0.00166179	na
2010-01-22	12:00	0.00164648	na
2010-01-23	12:00	0.00158823	na
2010-01-24	12:00	0.00162616	na
2010-01-25	12:00	0.00165705	na
2010-02-22	12:00	0.00166551	na
2010-02-23	12:00	0.00169057	na
2010-02-24	12:00	0.0016787	na
2010-02-25	12:00	0.00170378	na
2010-02-26	12:00	0.00174433	na
2010-02-27	12:00	0.00169495	na
2010-02-28	12:00	0.00172423	na
2010-03-01	12:00	0.00168125	na
2010-03-02	12:00	0.00172224	na
2010-03-03	12:00	0.00176487	na
2010-03-04	12:00	0.0017	na
2010-03-05	12:00	0.00174559	na
2010-03-06	12:00	0.00187869	na
2010-03-07	12:00	0.00181202	na
2010-03-08	12:00	0.00178761	na
2010-03-09	12:00	0.00184941	na
2010-03-10	12:00	0.00175274	na
2010-03-11	12:00	0.00184975	na
2010-03-12	12:00	0.00186496	na
2010-03-13	12:00	0.00184487	na
2010-03-14	12:00	0.00186573	na
2010-03-15	12:00	0.00189979	na
2010-03-16	12:00	0.00192703	na
2010-03-17	12:00	0.00193821	na
2010-03-18	12:00	0.00199327	na
2010-03-19	12:00	0.00190961	na
2010-03-20	12:00	0.00195634	na
2010-03-21	12:00	0.00199327	na
2010-03-22	12:00	0.00200456	na
2010-03-23	12:00	0.00187443	na
2010-03-24	12:00	0.00196197	na
2010-03-25	12:00	0.00200824	na
2010-03-26	12:00	0.00210688	na
2010-03-27	12:00	0.00175412	na
2010-03-28	12:00	0.00176946	na
2010-03-29	12:00	0.00159116	na
2010-04-05	12:00	0.001414	na
2010-04-06	12:00	0.00151066	na
2010-04-07	12:00	0.00154733	na
2010-04-08	12:00	0.00166725	na
2010-04-09	12:00	0.0018278	na
2010-04-10	12:00	0.00184328	na
2010-04-11	12:00	0.0019263	na
2010-04-12	12:00	0.00202455	na
2010-04-13	12:00	0.00207834	na
2010-04-14	12:00	0.00213286	na
2010-04-15	12:00	0.00216377	na
2010-04-16	12:00	0.00228633	na
2010-04-17	12:00	0.00240832	na
2010-04-18	12:00	0.00247306	na
2010-04-19	12:00	0.00249313	na
2010-04-20	12:00	0.002607	na
2010-04-21	12:00	0.00267538	na
2010-04-22	12:00	0.00276677	na
2010-04-23	12:00	0.00274326	na
2010-04-24	12:00	0.00286732	na
2010-04-25	12:00	0.00296212	na
2010-04-26	12:00	0.00304846	na
2010-04-27	12:00	0.00296808	na
2010-04-28	12:00	0.00256924	na
2010-04-29	12:00	0.00258029	na
2010-04-30	12:00	0.00275889	na
2010-05-01	12:00	0.00290426	na
2010-05-02	12:00	0.00309633	na
2010-05-03	12:00	0.00318023	na
2010-05-04	12:00	0.00328971	na
2010-05-05	12:00	0.00339528	na
2010-05-07	12:00	0.00349725	na
2010-05-08	12:00	0.00344058	na
2010-05-09	12:00	0.00359769	na
2010-05-10	12:00	0.00371425	na
2010-05-11	12:00	0.003823	na
2010-05-12	12:00	0.00392442	na
2010-05-13	12:00	0.0038412	na
2010-05-14	12:00	0.00399502	na
2010-05-15	12:00	0.00396146	na
2010-05-16	12:00	0.00406366	na
2010-05-17	12:00	0.00415853	na
2010-05-18	12:00	0.0041073	na
2010-05-19	12:00	0.0043252	na
2010-05-20	12:00	0.00421008	na
2010-05-21	12:00	0.00443285	na
2010-05-22	12:00	0.00458726	na
2010-05-23	12:00	0.00463988	na
2010-05-24	12:00	0.00471262	na
2010-05-25	12:00	0.00468922	na
2010-05-26	12:00	0.00486678	na
2010-05-27	12:00	0.00502134	na
2010-05-28	12:00	0.00492293	na
2010-05-29	12:00	0.00512556	na
2010-05-30	12:00	0.00527706	na
2010-05-31	12:00	0.00533067	na
2010-06-01	12:00	0.00545687	na
2010-06-02	12:00	0.00538745	na
2010-06-03	12:00	0.00557369	na
2010-06-04	12:00	0.00551478	na
2010-06-05	12:00	0.00574623	na
2010-06-06	12:00	0.00590251	na
2010-06-07	12:00	0.00602562	na
2010-06-08	12:00	0.00613575	na
2010-06-09	12:00	0.00599548	na
2010-06-10	12:00	0.00620375	na
2010-06-11	12:00	0.00633779	na
2010-06-12	12:00	0.00644026	na
2010-06-13	12:00	0.00646079	na
2010-06-14	12:00	0.00651423	na
2010-06-15	12:00	0.00660229	na
2010-06-16	12:00	0.00655711	na
2010-06-17	12:00	0.00647215	na
2010-06-18	12:00	0.00666683	na
2010-06-19	12:00	0.00676301	na
2010-06-20	12:00	0.00607952	na
2010-06-21	12:00	0.00643462	na
2010-06-22	12:00	0.00651376	na
2010-06-23	12:00	0.00656842	na
2010-06-24	12:00	0.0067831	na
2010-06-25	12:00	0.00655552	na
2010-06-26	12:00	0.00683547	na
2010-06-27	12:00	0.00673772	na
2010-06-28	12:00	0.00681395	na
2010-06-29	12:00	0.00669964	na
2010-06-30	12:00	0.00700832	na
2010-07-01	12:00	0.00704578	na
