source	id	x	y	z	area	datetime	prec[mm]	throughf[mm]	evapot[mm]	transp[mm]	evacep[mm]	evasoil[mm]	runoff[mm]	percol[mm]	infiltration[mm]	snow[mmh2oeq]	surfacewater[mm]	soil_water[mm]	root_soil_water[mm]	leafwater[mm]	soilwater_10cm[%]	soilwater_20cm[%]	soilwater_30cm[%]	soilwater_50cm[%]	soilwater_100cm[%]
setup	0	0	0	0	1	2002-06-01 00:00:00	0	0	0.0413152	0	0	0.00926569	0	0.00129711	0	0	0	295.904	0	0	31.1267	30.1917	30.1856	28.9848	28.7997
setup	0	0	0	0	1	2002-06-01 00:15:00	0	0	0.0413152	0	0	0.00926386	0	0.00126387	0	0	0	295.893	0	0	31.1229	30.1888	30.1801	28.9851	28.8004
setup	0	0	0	0	1	2002-06-01 00:30:00	0	0	0.0413152	0	0	0.00926205	0	0.00123156	0	0	0	295.883	0	0	31.1191	30.1866	30.1754	28.9855	28.8011
setup	0	0	0	0	1	2002-06-01 00:45:00	0	0	0.0413152	0	0	0.00926024	0	0.00120016	0	0	0	295.872	0	0	31.1153	30.1843	30.1714	28.986	28.8018
setup	0	0	0	0	1	2002-06-01 01:00:00	0	0	0.0413152	0	0	0.00925843	0	0.00116967	0	0	0	295.862	0	0	31.1116	30.182	30.1678	28.9865	28.8024
setup	0	0	0	0	1	2002-06-01 01:15:00	0	0	0.0413152	0	0	0.00925663	0	0.00114005	0	0	0	295.851	0	0	31.1078	30.1798	30.1645	28.987	28.8031
setup	0	0	0	0	1	2002-06-01 01:30:00	0	0	0.0413152	0	0	0.00925483	0	0.00111127	0	0	0	295.841	0	0	31.1041	30.1775	30.1613	28.9876	28.8037
setup	0	0	0	0	1	2002-06-01 01:45:00	0	0	0.0413152	0	0	0.00925304	0	0.00108331	0	0	0	295.831	0	0	31.1003	30.1753	30.1583	28.9882	28.8043
setup	0	0	0	0	1	2002-06-01 02:00:00	0	0	0.0413152	0	0	0.00925125	0	0.00105613	0	0	0	295.82	0	0	31.0966	30.173	30.1555	28.9888	28.8049
setup	0	0	0	0	1	2002-06-01 02:15:00	0	0	0.0413152	0	0	0.00924946	0	0.00102969	0	0	0	295.81	0	0	31.0929	30.1708	30.1528	28.9895	28.8054
setup	0	0	0	0	1	2002-06-01 02:30:00	0	0	0.0413152	0	0	0.00924769	0	0.00100399	0	0	0	295.8	0	0	31.0891	30.1685	30.1501	28.9901	28.806
setup	0	0	0	0	1	2002-06-01 02:45:00	0	0	0.0413152	0	0	0.00924591	0	0.000978976	0	0	0	295.79	0	0	31.0854	30.1662	30.1476	28.9908	28.8065
setup	0	0	0	0	1	2002-06-01 03:00:00	0	0	0.0413152	0	0	0.00924414	0	0.000954635	0	0	0	295.779	0	0	31.0816	30.164	30.1451	28.9915	28.8071
setup	0	0	0	0	1	2002-06-01 03:15:00	0	0	0.0413152	0	0	0.00924238	0	0.000930941	0	0	0	295.769	0	0	31.0779	30.1617	30.1427	28.9922	28.8076
setup	0	0	0	0	1	2002-06-01 03:30:00	0	0	0.0413152	0	0	0.00924062	0	0.000907872	0	0	0	295.759	0	0	31.0742	30.1595	30.1404	28.9929	28.8081
setup	0	0	0	0	1	2002-06-01 03:45:00	0	0	0.0413152	0	0	0.00923886	0	0.000885406	0	0	0	295.749	0	0	31.0704	30.1572	30.1381	28.9935	28.8086
setup	0	0	0	0	1	2002-06-01 04:00:00	0	0	0.0413152	0	0	0.00923711	0	0.000863524	0	0	0	295.739	0	0	31.0666	30.155	30.1358	28.9942	28.8091
setup	0	0	0	0	1	2002-06-01 04:15:00	0	0	0.0413152	0	0	0.00923536	0	0.000842206	0	0	0	295.729	0	0	31.0629	30.1527	30.1336	28.9949	28.8095
setup	0	0	0	0	1	2002-06-01 04:30:00	0	0	0.0413152	0	0	0.00923361	0	0.000821434	0	0	0	295.719	0	0	31.0592	30.1504	30.1314	28.9956	28.81
setup	0	0	0	0	1	2002-06-01 04:45:00	0	0	0.0413152	0	0	0.00923187	0	0.000801193	0	0	0	295.709	0	0	31.0555	30.1482	30.1293	28.9963	28.8104
setup	0	0	0	0	1	2002-06-01 05:00:00	0	0	0.0413152	0	0	0.00923013	0	0.000781466	0	0	0	295.699	0	0	31.0517	30.1459	30.1272	28.997	28.8109
setup	0	0	0	0	1	2002-06-01 05:15:00	0	0	0.0413152	0	0	0.00922839	0	0.000762238	0	0	0	295.689	0	0	31.048	30.1437	30.1251	28.9976	28.8113
setup	0	0	0	0	1	2002-06-01 05:30:00	0	0	0.0413152	0	0	0.00922666	0	0.000743495	0	0	0	295.679	0	0	31.0443	30.1414	30.123	28.9983	28.8117
setup	0	0	0	0	1	2002-06-01 05:45:00	0	0	0.0413152	0	0	0.00922492	0	0.000725223	0	0	0	295.669	0	0	31.0406	30.1392	30.121	28.999	28.8121
setup	0	0	0	0	1	2002-06-01 06:00:00	0	0	0.0413152	0	0	0.00922319	0	0.000707408	0	0	0	295.659	0	0	31.0369	30.1369	30.119	28.9996	28.8125
setup	0	0	0	0	1	2002-06-01 06:15:00	0	0	0.0413152	0	0	0.00922146	0	0.000690039	0	0	0	295.649	0	0	31.0332	30.1347	30.117	29.0002	28.8129
setup	0	0	0	0	1	2002-06-01 06:30:00	0	0	0.0413152	0	0	0.00921973	0	0.000673103	0	0	0	295.639	0	0	31.0295	30.1324	30.1151	29.0009	28.8132
setup	0	0	0	0	1	2002-06-01 06:45:00	0	0	0.0413152	0	0	0.009218	0	0.000656588	0	0	0	295.629	0	0	31.0258	30.1301	30.1131	29.0015	28.8136
setup	0	0	0	0	1	2002-06-01 07:00:00	0	0	0.0413152	0	0	0.00921628	0	0.000640483	0	0	0	295.619	0	0	31.0221	30.1279	30.1112	29.0021	28.814
setup	0	0	0	0	1	2002-06-01 07:15:00	0	0	0.0413152	0	0	0.00921455	0	0.000624778	0	0	0	295.609	0	0	31.0184	30.1256	30.1093	29.0027	28.8143
setup	0	0	0	0	1	2002-06-01 07:30:00	0	0	0.0413152	0	0	0.00921283	0	0.000609461	0	0	0	295.6	0	0	31.0146	30.1234	30.1074	29.0033	28.8147
setup	0	0	0	0	1	2002-06-01 07:45:00	0	0	0.0413152	0	0	0.00921111	0	0.000594524	0	0	0	295.59	0	0	31.0109	30.1211	30.1055	29.0039	28.815
setup	0	0	0	0	1	2002-06-01 08:00:00	0	0	0.0413152	0	0	0.00920939	0	0.000579955	0	0	0	295.58	0	0	31.0072	30.1189	30.1037	29.0045	28.8153
setup	0	0	0	0	1	2002-06-01 08:15:00	0	0	0.0413152	0	0	0.00920767	0	0.000565746	0	0	0	295.57	0	0	31.0035	30.1166	30.1018	29.005	28.8156
setup	0	0	0	0	1	2002-06-01 08:30:00	0	0	0.0413152	0	0	0.00920596	0	0.000551887	0	0	0	295.561	0	0	30.9998	30.1144	30.1	29.0056	28.8159
setup	0	0	0	0	1	2002-06-01 08:45:00	0	0	0.0413152	0	0	0.00920425	0	0.00053837	0	0	0	295.551	0	0	30.9961	30.1121	30.0982	29.0062	28.8162
setup	0	0	0	0	1	2002-06-01 09:00:00	0	0	0.0413152	0	0	0.00920253	0	0.000525185	0	0	0	295.541	0	0	30.9924	30.1099	30.0964	29.0067	28.8165
setup	0	0	0	0	1	2002-06-01 09:15:00	0	0	0.0413152	0	0	0.00920082	0	0.000512325	0	0	0	295.531	0	0	30.9887	30.1076	30.0946	29.0072	28.8168
setup	0	0	0	0	1	2002-06-01 09:30:00	0	0	0.0413152	0	0	0.00919911	0	0.000499782	0	0	0	295.522	0	0	30.985	30.1054	30.0929	29.0077	28.8171
setup	0	0	0	0	1	2002-06-01 09:45:00	0	0	0.0413152	0	0	0.00919741	0	0.000487546	0	0	0	295.512	0	0	30.9813	30.1031	30.0911	29.0083	28.8174
setup	0	0	0	0	1	2002-06-01 10:00:00	0	0	0.0413152	0	0	0.00919571	0	0.000475611	0	0	0	295.502	0	0	30.9776	30.1009	30.0893	29.0088	28.8176
setup	0	0	0	0	1	2002-06-01 10:15:00	0	0	0.0413152	0	0	0.009194	0	0.00046397	0	0	0	295.493	0	0	30.9739	30.0986	30.0876	29.0093	28.8179
setup	0	0	0	0	1	2002-06-01 10:30:00	0	0	0.0413152	0	0	0.0091923	0	0.000452614	0	0	0	295.483	0	0	30.9702	30.0964	30.0858	29.0098	28.8181
setup	0	0	0	0	1	2002-06-01 10:45:00	0	0	0.0413152	0	0	0.0091906	0	0.000441537	0	0	0	295.473	0	0	30.9665	30.0941	30.0841	29.0102	28.8184
setup	0	0	0	0	1	2002-06-01 11:00:00	0	0	0.0413152	0	0	0.0091889	0	0.000430731	0	0	0	295.464	0	0	30.9628	30.0919	30.0824	29.0107	28.8186
setup	0	0	0	0	1	2002-06-01 11:15:00	0	0	0.0413152	0	0	0.00918721	0	0.000420191	0	0	0	295.454	0	0	30.9591	30.0896	30.0807	29.0112	28.8188
setup	0	0	0	0	1	2002-06-01 11:30:00	0	0	0.0413152	0	0	0.00918551	0	0.000409909	0	0	0	295.445	0	0	30.9554	30.0874	30.079	29.0116	28.8191
setup	0	0	0	0	1	2002-06-01 11:45:00	0	0	0.0413152	0	0	0.00918382	0	0.00039988	0	0	0	295.435	0	0	30.9517	30.0851	30.0773	29.0121	28.8193
setup	0	0	0	0	1	2002-06-01 12:00:00	0	0	0.0413152	0	0	0.00918213	0	0.000390096	0	0	0	295.425	0	0	30.948	30.0829	30.0757	29.0125	28.8195
setup	0	0	0	0	1	2002-06-01 12:15:00	0	0	0.0413152	0	0	0.00918044	0	0.000380552	0	0	0	295.416	0	0	30.9444	30.0806	30.074	29.0129	28.8197
setup	0	0	0	0	1	2002-06-01 12:30:00	0	0	0.0413152	0	0	0.00917875	0	0.000371242	0	0	0	295.406	0	0	30.9407	30.0784	30.0723	29.0133	28.8199
setup	0	0	0	0	1	2002-06-01 12:45:00	0	0	0.0413152	0	0	0.00917707	0	0.00036216	0	0	0	295.397	0	0	30.937	30.0761	30.0707	29.0137	28.8201
setup	0	0	0	0	1	2002-06-01 13:00:00	0	0	0.0413152	0	0	0.00917538	0	0.000353301	0	0	0	295.387	0	0	30.9333	30.0739	30.0691	29.0141	28.8203
setup	0	0	0	0	1	2002-06-01 13:15:00	0	0	0.0413152	0	0	0.0091737	0	0.000344658	0	0	0	295.378	0	0	30.9296	30.0716	30.0674	29.0145	28.8205
setup	0	0	0	0	1	2002-06-01 13:30:00	0	0	0.0413152	0	0	0.00917202	0	0.000336228	0	0	0	295.368	0	0	30.9259	30.0694	30.0657	29.0149	28.8207
setup	0	0	0	0	1	2002-06-01 13:45:00	0	0	0.0413152	0	0	0.00917034	0	0.000328003	0	0	0	295.359	0	0	30.9222	30.0671	30.0641	29.0153	28.8209
setup	0	0	0	0	1	2002-06-01 14:00:00	0	0	0.0413152	0	0	0.00916866	0	0.000319981	0	0	0	295.349	0	0	30.9185	30.0649	30.0625	29.0157	28.8211
setup	0	0	0	0	1	2002-06-01 14:15:00	0	0	0.0413152	0	0	0.00916698	0	0.000312154	0	0	0	295.34	0	0	30.9148	30.0626	30.061	29.016	28.8212
setup	0	0	0	0	1	2002-06-01 14:30:00	0	0	0.0413152	0	0	0.00916531	0	0.00030452	0	0	0	295.33	0	0	30.9112	30.0604	30.0593	29.0164	28.8214
setup	0	0	0	0	1	2002-06-01 14:45:00	0	0	0.0413152	0	0	0.00916363	0	0.000297072	0	0	0	295.321	0	0	30.9075	30.0581	30.0578	29.0167	28.8216
setup	0	0	0	0	1	2002-06-01 15:00:00	0	0	0.0413152	0	0	0.00916196	0	0.00028975	0	0	0	295.311	0	0	30.9038	30.0559	30.0562	29.0171	28.8217
setup	0	0	0	0	1	2002-06-01 15:15:00	0	0	0.0413152	0	0	0.00916029	0	0.000282565	0	0	0	295.302	0	0	30.9001	30.0537	30.0546	29.0174	28.8219
setup	0	0	0	0	1	2002-06-01 15:30:00	0	0	0.0413152	0	0	0.00915862	0	0.00027555	0	0	0	295.292	0	0	30.8964	30.0514	30.0532	29.0177	28.822
setup	0	0	0	0	1	2002-06-01 15:45:00	0	0	0.0413152	0	0	0.00915696	0	0.000268724	0	0	0	295.283	0	0	30.8927	30.0492	30.0513	29.018	28.8222
setup	0	0	0	0	1	2002-06-01 16:00:00	0	0	0.0413152	0	0	0.00915529	0	0.000262039	0	0	0	295.274	0	0	30.8891	30.0469	30.0499	29.0184	28.8223
setup	0	0	0	0	1	2002-06-01 16:15:00	0	0	0.0413152	0	0	0.00915363	0	0.000255506	0	0	0	295.264	0	0	30.8854	30.0447	30.0482	29.0187	28.8225
setup	0	0	0	0	1	2002-06-01 16:30:00	0	0	0.0413152	0	0	0.00915196	0	0.00024915	0	0	0	295.255	0	0	30.8817	30.0424	30.0469	29.019	28.8226
setup	0	0	0	0	1	2002-06-01 16:45:00	0	0	0.0413152	0	0	0.0091503	0	0.00024293	0	0	0	295.245	0	0	30.878	30.0402	30.0452	29.0192	28.8228
setup	0	0	0	0	1	2002-06-01 17:00:00	0	0	0.0413152	0	0	0.00914864	0	0.000236862	0	0	0	295.236	0	0	30.8743	30.0379	30.0439	29.0195	28.8229
setup	0	0	0	0	1	2002-06-01 17:15:00	0	0	0.0413152	0	0	0.00914698	0	0.00023097	0	0	0	295.227	0	0	30.8707	30.0357	30.0423	29.0198	28.823
setup	0	0	0	0	1	2002-06-01 17:30:00	0	0	0.0413152	0	0	0.00914532	0	0.000225215	0	0	0	295.217	0	0	30.867	30.0335	30.0412	29.0201	28.8231
setup	0	0	0	0	1	2002-06-01 17:45:00	0	0	0.0413152	0	0	0.00914367	0	0.000219607	0	0	0	295.208	0	0	30.8633	30.0312	30.0395	29.0203	28.8233
setup	0	0	0	0	1	2002-06-01 18:00:00	0	0	0.0413152	0	0	0.00914201	0	0.000214112	0	0	0	295.199	0	0	30.8596	30.029	30.0384	29.0206	28.8234
setup	0	0	0	0	1	2002-06-01 18:15:00	0	0	0.0413152	0	0	0.00914036	0	0.000208755	0	0	0	295.189	0	0	30.856	30.0267	30.0367	29.0208	28.8235
setup	0	0	0	0	1	2002-06-01 18:30:00	0	0	0.0413152	0	0	0.0091387	0	0.000203566	0	0	0	295.18	0	0	30.8523	30.0245	30.0355	29.0211	28.8236
setup	0	0	0	0	1	2002-06-01 18:45:00	0	0	0.0413152	0	0	0.00913705	0	0.00019851	0	0	0	295.171	0	0	30.8486	30.0222	30.0344	29.0213	28.8237
setup	0	0	0	0	1	2002-06-01 19:00:00	0	0	0.0413152	0	0	0.0091354	0	0.000193595	0	0	0	295.161	0	0	30.8449	30.02	30.0333	29.0215	28.8238
setup	0	0	0	0	1	2002-06-01 19:15:00	0	0	0.0413152	0	0	0.00913375	0	0.000188786	0	0	0	295.152	0	0	30.8413	30.0178	30.0322	29.0218	28.8239
setup	0	0	0	0	1	2002-06-01 19:30:00	0	0	0.0413152	0	0	0.0091321	0	0.000184103	0	0	0	295.143	0	0	30.8376	30.0155	30.0306	29.022	28.824
setup	0	0	0	0	1	2002-06-01 19:45:00	0	0	0.0413152	0	0	0.00913046	0	0.000179519	0	0	0	295.133	0	0	30.8339	30.0133	30.0294	29.0222	28.8241
setup	0	0	0	0	1	2002-06-01 20:00:00	0	0	0.0413152	0	0	0.00912881	0	0.000175059	0	0	0	295.124	0	0	30.8303	30.011	30.0283	29.0224	28.8242
setup	0	0	0	0	1	2002-06-01 20:15:00	0	0	0.0413152	0	0	0.00912716	0	0.000170698	0	0	0	295.115	0	0	30.8266	30.0088	30.0272	29.0226	28.8243
setup	0	0	0	0	1	2002-06-01 20:30:00	0	0	0.0413152	0	0	0.00912552	0	0.00016646	0	0	0	295.105	0	0	30.8229	30.0066	30.0261	29.0228	28.8244
setup	0	0	0	0	1	2002-06-01 20:45:00	0	0	0.0413152	0	0	0.00912388	0	0.000162083	0	0	0	295.096	0	0	30.8192	30.0043	30.025	29.023	28.8245
setup	0	0	0	0	1	2002-06-01 21:00:00	0	0	0.0413152	0	0	0.00912224	0	0.000157734	0	0	0	295.087	0	0	30.8156	30.0021	30.0239	29.0231	28.8246
setup	0	0	0	0	1	2002-06-01 21:15:00	0	0	0.0413152	0	0	0.0091206	0	0.000153567	0	0	0	295.078	0	0	30.8119	29.9998	30.0228	29.0233	28.8247
setup	0	0	0	0	1	2002-06-01 21:30:00	0	0	0.0413152	0	0	0.00911895	0	0.000149348	0	0	0	295.068	0	0	30.8083	29.9976	30.0216	29.0235	28.8248
setup	0	0	0	0	1	2002-06-01 21:45:00	0	0	0.0413152	0	0	0.00911732	0	0.00014524	0	0	0	295.059	0	0	30.8046	29.9953	30.0205	29.0236	28.8248
setup	0	0	0	0	1	2002-06-01 22:00:00	0	0	0.0413152	0	0	0.00911568	0	0.000141375	0	0	0	295.05	0	0	30.8009	29.9931	30.0194	29.0238	28.8249
setup	0	0	0	0	1	2002-06-01 22:15:00	0	0	0.0413152	0	0	0.00911404	0	0.000137505	0	0	0	295.04	0	0	30.7973	29.9909	30.0183	29.0239	28.825
setup	0	0	0	0	1	2002-06-01 22:30:00	0	0	0.0413152	0	0	0.0091124	0	0.000133767	0	0	0	295.031	0	0	30.7936	29.9886	30.0172	29.0241	28.8251
setup	0	0	0	0	1	2002-06-01 22:45:00	0	0	0.0413152	0	0	0.00911077	0	0.000130278	0	0	0	295.022	0	0	30.7899	29.9864	30.0161	29.0242	28.8251
setup	0	0	0	0	1	2002-06-01 23:00:00	0	0	0.0413152	0	0	0.00910913	0	0.000125737	0	0	0	295.013	0	0	30.7863	29.9842	30.015	29.0243	28.8252
setup	0	0	0	0	1	2002-06-01 23:15:00	0	0	0.0413152	0	0	0.0091075	0	0.00012153	0	0	0	295.004	0	0	30.7826	29.9819	30.0138	29.0244	28.8253
setup	0	0	0	0	1	2002-06-01 23:30:00	0	0	0.0413152	0	0	0.00910587	0	0.000117924	0	0	0	294.994	0	0	30.779	29.9797	30.0127	29.0245	28.8253
setup	0	0	0	0	1	2002-06-01 23:45:00	0	0	0.0413152	0	0	0.00910423	0	0.000114874	0	0	0	294.985	0	0	30.7753	29.9774	30.0116	29.0246	28.8254
setup	0	0	0	0	1	2002-06-02 00:00:00	0	0	0.0465768	0	0	0.0102618	0	0	0	0	0	294.975	0	0	30.7712	29.9749	30.0104	29.0247	28.8254
setup	0	0	0	0	1	2002-06-02 00:15:00	0	0	0.0465768	0	0	0.0102598	0	0	0	0	0	294.965	0	0	30.7671	29.9724	30.0091	29.0248	28.8254
setup	0	0	0	0	1	2002-06-02 00:30:00	0	0	0.0465768	0	0	0.0102577	0	0	0	0	0	294.954	0	0	30.7629	29.9699	30.0079	29.0249	28.8254
setup	0	0	0	0	1	2002-06-02 00:45:00	0	0	0.0465768	0	0	0.0102556	0	0	0	0	0	294.944	0	0	30.7588	29.9674	30.0066	29.025	28.8254
setup	0	0	0	0	1	2002-06-02 01:00:00	0	0	0.0465768	0	0	0.0102535	0	0	0	0	0	294.934	0	0	30.7547	29.9648	30.0053	29.0251	28.8254
setup	0	0	0	0	1	2002-06-02 01:15:00	0	0	0.0465768	0	0	0.0102515	0	0	0	0	0	294.924	0	0	30.7506	29.9623	30.0041	29.0252	28.8254
setup	0	0	0	0	1	2002-06-02 01:30:00	0	0	0.0465768	0	0	0.0102494	0	0	0	0	0	294.913	0	0	30.7465	29.9598	30.0028	29.0252	28.8254
setup	0	0	0	0	1	2002-06-02 01:45:00	0	0	0.0465768	0	0	0.0102473	0	0	0	0	0	294.903	0	0	30.7423	29.9573	30.0016	29.0253	28.8254
setup	0	0	0	0	1	2002-06-02 02:00:00	0	0	0.0465768	0	0	0.0102453	0	0	0	0	0	294.893	0	0	30.7382	29.9547	30.0003	29.0254	28.8254
setup	0	0	0	0	1	2002-06-02 02:15:00	0	0	0.0465768	0	0	0.0102432	0	0	0	0	0	294.883	0	0	30.7341	29.9522	29.9991	29.0254	28.8254
setup	0	0	0	0	1	2002-06-02 02:30:00	0	0	0.0465768	0	0	0.0102411	0	0	0	0	0	294.872	0	0	30.73	29.9497	29.9978	29.0255	28.8254
setup	0	0	0	0	1	2002-06-02 02:45:00	0	0	0.0465768	0	0	0.0102391	0	0	0	0	0	294.862	0	0	30.7259	29.9472	29.9966	29.0255	28.8254
setup	0	0	0	0	1	2002-06-02 03:00:00	0	0	0.0465768	0	0	0.010237	0	0	0	0	0	294.852	0	0	30.7218	29.9447	29.9953	29.0256	28.8254
setup	0	0	0	0	1	2002-06-02 03:15:00	0	0	0.0465768	0	0	0.0102349	0	0	0	0	0	294.842	0	0	30.7177	29.9422	29.994	29.0256	28.8254
setup	0	0	0	0	1	2002-06-02 03:30:00	0	0	0.0465768	0	0	0.0102329	0	0	0	0	0	294.831	0	0	30.7136	29.9396	29.9928	29.0256	28.8254
setup	0	0	0	0	1	2002-06-02 03:45:00	0	0	0.0465768	0	0	0.0102308	0	0	0	0	0	294.821	0	0	30.7094	29.9371	29.9915	29.0256	28.8254
setup	0	0	0	0	1	2002-06-02 04:00:00	0	0	0.0465768	0	0	0.0102287	0	0	0	0	0	294.811	0	0	30.7053	29.9346	29.9903	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 04:15:00	0	0	0.0465768	0	0	0.0102267	0	0	0	0	0	294.801	0	0	30.7012	29.9321	29.989	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 04:30:00	0	0	0.0465768	0	0	0.0102246	0	0	0	0	0	294.79	0	0	30.6971	29.9296	29.9878	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 04:45:00	0	0	0.0465768	0	0	0.0102225	0	0	0	0	0	294.78	0	0	30.693	29.927	29.9865	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 05:00:00	0	0	0.0465768	0	0	0.0102205	0	0	0	0	0	294.77	0	0	30.6889	29.9245	29.9853	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 05:15:00	0	0	0.0465768	0	0	0.0102184	0	0	0	0	0	294.76	0	0	30.6848	29.922	29.984	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 05:30:00	0	0	0.0465768	0	0	0.0102163	0	0	0	0	0	294.75	0	0	30.6807	29.9195	29.9828	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 05:45:00	0	0	0.0465768	0	0	0.0102143	0	0	0	0	0	294.739	0	0	30.6766	29.917	29.9815	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 06:00:00	0	0	0.0465768	0	0	0.0102122	0	0	0	0	0	294.729	0	0	30.6725	29.9145	29.9802	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 06:15:00	0	0	0.0465768	0	0	0.0102101	0	0	0	0	0	294.719	0	0	30.6684	29.912	29.979	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 06:30:00	0	0	0.0465768	0	0	0.0102081	0	0	0	0	0	294.709	0	0	30.6643	29.9094	29.9777	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 06:45:00	0	0	0.0465768	0	0	0.010206	0	0	0	0	0	294.699	0	0	30.6602	29.9069	29.9765	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 07:00:00	0	0	0.0465768	0	0	0.010204	0	0	0	0	0	294.688	0	0	30.6561	29.9044	29.9752	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 07:15:00	0	0	0.0465768	0	0	0.0102019	0	0	0	0	0	294.678	0	0	30.652	29.9019	29.974	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 07:30:00	0	0	0.0465768	0	0	0.0101998	0	0	0	0	0	294.668	0	0	30.6479	29.8994	29.9727	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 07:45:00	0	0	0.0465768	0	0	0.0101978	0	0	0	0	0	294.658	0	0	30.6438	29.8969	29.9715	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 08:00:00	0	0	0.0465768	0	0	0.0101957	0	0	0	0	0	294.648	0	0	30.6397	29.8944	29.9702	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 08:15:00	0	0	0.0465768	0	0	0.0101937	0	0	0	0	0	294.637	0	0	30.6356	29.8918	29.969	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 08:30:00	0	0	0.0465768	0	0	0.0101916	0	0	0	0	0	294.627	0	0	30.6316	29.8893	29.9677	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 08:45:00	0	0	0.0465768	0	0	0.0101895	0	0	0	0	0	294.617	0	0	30.6275	29.8868	29.9664	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 09:00:00	0	0	0.0465768	0	0	0.0101875	0	0	0	0	0	294.607	0	0	30.6234	29.8843	29.9652	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 09:15:00	0	0	0.0465768	0	0	0.0101854	0	0	0	0	0	294.597	0	0	30.6193	29.8818	29.9639	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 09:30:00	0	0	0.0465768	0	0	0.0101834	0	0	0	0	0	294.586	0	0	30.6152	29.8793	29.9627	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 09:45:00	0	0	0.0465768	0	0	0.0101813	0	0	0	0	0	294.576	0	0	30.6111	29.8768	29.9614	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 10:00:00	0	0	0.0465768	0	0	0.0101793	0	0	0	0	0	294.566	0	0	30.607	29.8743	29.9602	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 10:15:00	0	0	0.0465768	0	0	0.0101772	0	0	0	0	0	294.556	0	0	30.6029	29.8717	29.9589	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 10:30:00	0	0	0.0465768	0	0	0.0101751	0	0	0	0	0	294.546	0	0	30.5989	29.8692	29.9577	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 10:45:00	0	0	0.0465768	0	0	0.0101731	0	0	0	0	0	294.536	0	0	30.5948	29.8667	29.9564	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 11:00:00	0	0	0.0465768	0	0	0.010171	0	0	0	0	0	294.525	0	0	30.5907	29.8642	29.9552	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 11:15:00	0	0	0.0465768	0	0	0.010169	0	0	0	0	0	294.515	0	0	30.5866	29.8617	29.9539	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 11:30:00	0	0	0.0465768	0	0	0.0101669	0	0	0	0	0	294.505	0	0	30.5825	29.8592	29.9527	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 11:45:00	0	0	0.0465768	0	0	0.0101649	0	0	0	0	0	294.495	0	0	30.5785	29.8567	29.9514	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 12:00:00	0	0	0.0465768	0	0	0.0101628	0	0	0	0	0	294.485	0	0	30.5744	29.8542	29.9501	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 12:15:00	0	0	0.0465768	0	0	0.0101608	0	0	0	0	0	294.475	0	0	30.5703	29.8517	29.9489	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 12:30:00	0	0	0.0465768	0	0	0.0101587	0	0	0	0	0	294.464	0	0	30.5662	29.8492	29.9476	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 12:45:00	0	0	0.0465768	0	0	0.0101567	0	0	0	0	0	294.454	0	0	30.5621	29.8467	29.9464	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 13:00:00	0	0	0.0465768	0	0	0.0101546	0	0	0	0	0	294.444	0	0	30.5581	29.8442	29.9451	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 13:15:00	0	0	0.0465768	0	0	0.0101526	0	0	0	0	0	294.434	0	0	30.554	29.8416	29.9439	29.0262	28.8254
setup	0	0	0	0	1	2002-06-02 13:30:00	0	0	0.0465768	0	0	0.0101505	0	0	0	0	0	294.424	0	0	30.5499	29.8391	29.9426	29.0262	28.8254
