source	id	x	y	z	area	datetime	prec[mm]	throughf[mm]	evapot[mm]	transp[mm]	evacep[mm]	evasoil[mm]	runoff[mm]	percol[mm]	infiltration[mm]	snow[mmh2oeq]	surfacewater[mm]	soil_water[mm]	root_soil_water[mm]	leafwater[mm]	soilwater_10cm[%]	soilwater_20cm[%]	soilwater_30cm[%]	soilwater_50cm[%]	soilwater_100cm[%]
setup	0	0	0	0	1	2002-06-05 17:15:00	0	0	0.0499218	0	0	0.0112048	0	0	0	0	0	296.081	0	0	31.1275	30.3546	30.1018	29.0089	28.8186
setup	0	0	0	0	1	2002-06-05 17:30:00	0	0	0.0499218	0	0	0.0112019	0	0	0	0	0	296.069	0	0	31.1233	30.346	30.1005	29.0084	28.8186
setup	0	0	0	0	1	2002-06-05 17:45:00	0	0	0.0499218	0	0	0.011199	0	0	0	0	0	296.058	0	0	31.1196	30.3376	30.0992	29.0079	28.8186
setup	0	0	0	0	1	2002-06-05 18:00:00	0	0	0.0499218	0	0	0.0111961	0	0	0	0	0	296.047	0	0	31.1151	30.3293	30.0979	29.0074	28.8186
setup	0	0	0	0	1	2002-06-05 18:15:00	0	0	0.0499218	0	0	0.0111933	0	0	0	0	0	296.036	0	0	31.1106	30.3213	30.0965	29.007	28.8186
setup	0	0	0	0	1	2002-06-05 18:30:00	0	0	0.0499218	0	0	0.0111904	0	0	0	0	0	296.025	0	0	31.1061	30.3135	30.0951	29.0066	28.8186
setup	0	0	0	0	1	2002-06-05 18:45:00	0	0	0.0499218	0	0	0.0111876	0	0	0	0	0	296.013	0	0	31.1016	30.3058	30.0936	29.0062	28.8186
setup	0	0	0	0	1	2002-06-05 19:00:00	0	0	0.0499218	0	0	0.0111848	0	0	0	0	0	296.002	0	0	31.0971	30.2983	30.0922	29.0058	28.8186
setup	0	0	0	0	1	2002-06-05 19:15:00	0	0	0.0499218	0	0	0.011182	0	0	0	0	0	295.991	0	0	31.0926	30.2909	30.0907	29.0055	28.8186
setup	0	0	0	0	1	2002-06-05 19:30:00	0	0	0.0499218	0	0	0.0111792	0	0	0	0	0	295.98	0	0	31.0881	30.2837	30.0892	29.0051	28.8186
setup	0	0	0	0	1	2002-06-05 19:45:00	0	0	0.0499218	0	0	0.0111764	0	0	0	0	0	295.969	0	0	31.0836	30.2766	30.0878	29.0048	28.8186
setup	0	0	0	0	1	2002-06-05 20:00:00	0	0	0.0499218	0	0	0.0111736	0	0	0	0	0	295.958	0	0	31.0791	30.2697	30.0862	29.0045	28.8186
setup	0	0	0	0	1	2002-06-05 20:15:00	0	0	0.0499218	0	0	0.0111709	0	0	0	0	0	295.946	0	0	31.0746	30.2629	30.0847	29.0042	28.8186
setup	0	0	0	0	1	2002-06-05 20:30:00	0	0	0.0499218	0	0	0.0111681	0	0	0	0	0	295.935	0	0	31.0701	30.2563	30.0832	29.004	28.8186
setup	0	0	0	0	1	2002-06-05 20:45:00	0	0	0.0499218	0	0	0.0111654	0	0	0	0	0	295.924	0	0	31.0656	30.2498	30.0817	29.0037	28.8186
setup	0	0	0	0	1	2002-06-05 21:00:00	0	0	0.0499218	0	0	0.0111627	0	0	0	0	0	295.913	0	0	31.0611	30.2434	30.0801	29.0035	28.8186
setup	0	0	0	0	1	2002-06-05 21:15:00	0	0	0.0499218	0	0	0.0111599	0	0	0	0	0	295.902	0	0	31.0566	30.2371	30.0786	29.0032	28.8186
setup	0	0	0	0	1	2002-06-05 21:30:00	0	0	0.0499218	0	0	0.0111572	0	0	0	0	0	295.891	0	0	31.0521	30.2309	30.0771	29.003	28.8186
setup	0	0	0	0	1	2002-06-05 21:45:00	0	0	0.0499218	0	0	0.0111545	0	0	0	0	0	295.879	0	0	31.0476	30.2249	30.0755	29.0028	28.8186
setup	0	0	0	0	1	2002-06-05 22:00:00	0	0	0.0499218	0	0	0.0111518	0	0	0	0	0	295.868	0	0	31.0432	30.2189	30.074	29.0026	28.8186
setup	0	0	0	0	1	2002-06-05 22:15:00	0	0	0.0499218	0	0	0.0111491	0	0	0	0	0	295.857	0	0	31.0387	30.2131	30.0724	29.0025	28.8186
setup	0	0	0	0	1	2002-06-05 22:30:00	0	0	0.0499218	0	0	0.0111465	0	0	0	0	0	295.846	0	0	31.0342	30.2073	30.0708	29.0023	28.8186
setup	0	0	0	0	1	2002-06-05 22:45:00	0	0	0.0499218	0	0	0.0111438	0	0	0	0	0	295.835	0	0	31.0297	30.2017	30.0693	29.0021	28.8186
setup	0	0	0	0	1	2002-06-05 23:00:00	0	0	0.0499218	0	0	0.0111411	0	0	0	0	0	295.824	0	0	31.0252	30.1961	30.0677	29.002	28.8186
setup	0	0	0	0	1	2002-06-05 23:15:00	0	0	0.0499218	0	0	0.0111385	0	0	0	0	0	295.813	0	0	31.0207	30.1907	30.0662	29.0018	28.8186
setup	0	0	0	0	1	2002-06-05 23:30:00	0	0	0.0499218	0	0	0.0111358	0	0	0	0	0	295.801	0	0	31.0163	30.1853	30.0646	29.0017	28.8186
setup	0	0	0	0	1	2002-06-05 23:45:00	0	0	0.0499218	0	0	0.0111332	0	0	0	0	0	295.79	0	0	31.0118	30.18	30.0631	29.0015	28.8186
setup	0	0	0	0	1	2002-06-06 00:00:00	1.25	1.25	0.0414176	0	0	0.0414176	0	0.262792	1.20858	0	0	296.736	0	0	31.0114	30.1737	30.0667	29.0018	28.818
setup	0	0	0	0	1	2002-06-06 00:15:00	1.25	1.25	0.0414176	0	0	0.0414176	0	0	1.20858	0	0	297.945	0	0	31.0125	30.1679	30.0702	28.9809	28.818
setup	0	0	0	0	1	2002-06-06 00:30:00	1.25	1.25	0.0414176	0	0	0.0414176	0	0.26278	1.20858	0	0	298.89	0	0	31.0169	30.1624	30.0737	28.9869	28.8174
setup	0	0	0	0	1	2002-06-06 00:45:00	1.25	1.25	0.0414176	0	0	0.0414176	0	0.26277	1.20858	0	0	299.836	0	0	31.0271	30.1573	30.0771	28.9928	28.817
setup	0	0	0	0	1	2002-06-06 01:00:00	1.25	1.25	0.0414176	0	0	0.0414176	0	0.262761	1.20858	0	0	300.782	0	0	31.0465	30.1525	30.0805	28.9512	28.8166
setup	0	0	0	0	1	2002-06-06 01:15:00	1.25	1.25	0.0414176	0	0	0.0414176	0	0.262754	1.20858	0	0	301.728	0	0	31.0788	30.1481	30.0838	28.9652	28.8162
setup	0	0	0	0	1	2002-06-06 01:30:00	1.25	1.25	0.0414176	0	0	0.0414176	0	0.262748	1.20858	0	0	302.674	0	0	31.1281	30.144	30.0871	28.9785	28.8159
setup	0	0	0	0	1	2002-06-06 01:45:00	1.25	1.25	0.0414176	0	0	0.0414176	0	0.262742	1.20858	0	0	303.62	0	0	31.199	30.1403	30.0904	28.9349	28.8157
setup	0	0	0	0	1	2002-06-06 02:00:00	0.3	0.3	0.0414176	0	0	0.0414176	0	0.262738	0.258582	0	0	303.615	0	0	31.2953	30.137	30.0935	28.9547	28.8155
setup	0	0	0	0	1	2002-06-06 02:15:00	0	0	0.0414176	0	0	0.0108833	0	0.262735	0	0	0	303.342	0	0	31.4165	30.132	30.0955	28.9732	28.8153
setup	0	0	0	0	1	2002-06-06 02:30:00	0	0	0.0414176	0	0	0.0108792	0	0.262732	0	0	0	303.068	0	0	31.5675	30.1275	30.0975	28.9303	28.8152
setup	0	0	0	0	1	2002-06-06 02:45:00	0	0	0.0414176	0	0	0.0107975	0	0.26273	0	0	0	302.795	0	0	31.7484	30.1234	30.0993	28.9538	28.8151
setup	0	0	0	0	1	2002-06-06 03:00:00	0	0	0.0414176	0	0	0.0107169	0	0.262729	0	0	0	302.521	0	0	31.9579	30.12	30.101	28.9759	28.8151
setup	0	0	0	0	1	2002-06-06 03:15:00	0	0	0.0414176	0	0	0.0106374	0	0.262728	0	0	0	302.248	0	0	32.1933	30.1172	30.1026	28.9337	28.815
setup	0	0	0	0	1	2002-06-06 03:30:00	0	0	0.0414176	0	0	0.0105587	0	0.262728	0	0	0	301.975	0	0	32.4506	30.1151	30.104	28.9599	28.815
setup	0	0	0	0	1	2002-06-06 03:45:00	0	0	0.0414176	0	0	0.0104807	0	0.262729	0	0	0	301.701	0	0	32.7254	30.1138	30.1054	28.9844	28.8151
setup	0	0	0	0	1	2002-06-06 04:00:00	0	0	0.0414176	0	0	0.0104034	0	0.26273	0	0	0	301.428	0	0	33.0123	30.1134	30.1066	28.9428	28.8151
setup	0	0	0	0	1	2002-06-06 04:15:00	0	0	0.0414176	0	0	0.0103266	0	0.262731	0	0	0	301.155	0	0	33.3057	30.1142	30.1076	28.9707	28.8152
setup	0	0	0	0	1	2002-06-06 04:30:00	0	0	0.0414176	0	0	0.0102529	0	0.262733	0	0	0	300.882	0	0	33.5986	30.1162	30.1085	28.9969	28.8153
setup	0	0	0	0	1	2002-06-06 04:45:00	0	0	0.0414176	0	0	0.0101799	0	0.262735	0	0	0	300.609	0	0	33.8835	30.1195	30.1093	28.9541	28.8154
setup	0	0	0	0	1	2002-06-06 05:00:00	0	0	0.0414176	0	0	0.0101077	0	0.262738	0	0	0	300.336	0	0	34.1527	30.1245	30.1099	28.9834	28.8155
setup	0	0	0	0	1	2002-06-06 05:15:00	0	0	0.0414176	0	0	0.010036	0	0.262741	0	0	0	300.064	0	0	34.3997	30.1313	30.1104	29.0109	28.8156
setup	0	0	0	0	1	2002-06-06 05:30:00	0	0	0.0414176	0	0	0.00996797	0	0.262744	0	0	0	299.791	0	0	34.6051	30.1401	30.1107	28.9666	28.8158
setup	0	0	0	0	1	2002-06-06 05:45:00	0	0	0.0414176	0	0	0.0099006	0	0.262748	0	0	0	299.518	0	0	34.7569	30.1511	30.111	28.997	28.816
setup	0	0	0	0	1	2002-06-06 06:00:00	0	0	0.0414176	0	0	0.00983383	0	0.262752	0	0	0	299.246	0	0	34.8479	30.1646	30.111	29.0256	28.8161
setup	0	0	0	0	1	2002-06-06 06:15:00	0	0	0.0414176	0	0	0.00977101	0	0.262757	0	0	0	298.973	0	0	34.7493	30.1809	30.111	28.9801	28.8163
setup	0	0	0	0	1	2002-06-06 06:30:00	0	0	0.0414176	0	0	0.00970875	0	0.262762	0	0	0	298.701	0	0	34.5019	30.2	30.1108	29.0114	28.8166
setup	0	0	0	0	1	2002-06-06 06:45:00	0	0	0.0414176	0	0	0.00964698	0	0.262767	0	0	0	298.428	0	0	34.1396	30.2224	30.1105	29.0408	28.8168
setup	0	0	0	0	1	2002-06-06 07:00:00	0	0	0.0414176	0	0	0.00958812	0	0.262772	0	0	0	298.156	0	0	32.5598	30.2479	30.1101	29.0676	28.8171
setup	0	0	0	0	1	2002-06-06 07:15:00	0	0	0.0414176	0	0	0.00952992	0	0.262778	0	0	0	297.884	0	0	31.1394	30.2769	30.1096	28.9918	28.8173
setup	0	0	0	0	1	2002-06-06 07:30:00	0	0	0.0414176	0	0	0.00947397	0	0.262785	0	0	0	297.611	0	0	31.1924	30.3089	30.1091	29.0218	28.8176
setup	0	0	0	0	1	2002-06-06 07:45:00	0	0	0.0414176	0	0	0.00941859	0	0.262792	0	0	0	297.339	0	0	31.2319	30.3437	30.1085	29.0484	28.818
setup	0	0	0	0	1	2002-06-06 08:00:00	0	0	0.0414176	0	0	0.00936696	0	0.262799	0	0	0	297.067	0	0	31.1431	30.3793	30.1079	28.9873	28.8183
setup	0	0	0	0	1	2002-06-06 08:15:00	0	0	0.0414176	0	0	0.00931951	0	0.262807	0	0	0	296.795	0	0	31.1183	30.4018	30.1072	29.0151	28.8187
setup	0	0	0	0	1	2002-06-06 08:30:00	0	0	0.0414176	0	0	0.00931665	0	0.00021179	0	0	0	296.785	0	0	31.1172	30.3978	30.1055	28.9818	28.8188
setup	0	0	0	0	1	2002-06-06 08:45:00	0	0	0.0414176	0	0	0.00931402	0	0.000237393	0	0	0	296.776	0	0	31.1244	30.3905	30.1044	28.9829	28.8189
setup	0	0	0	0	1	2002-06-06 09:00:00	0	0	0.0414176	0	0	0.00931153	0	0.000260505	0	0	0	296.766	0	0	31.134	30.3815	30.1039	28.9873	28.819
setup	0	0	0	0	1	2002-06-06 09:15:00	0	0	0.0414176	0	0	0.0093091	0	0.000281692	0	0	0	296.757	0	0	31.1433	30.372	30.1038	28.9912	28.8192
setup	0	0	0	0	1	2002-06-06 09:30:00	0	0	0.0414176	0	0	0.00930672	0	0.000301206	0	0	0	296.747	0	0	31.1488	30.3624	30.104	28.9942	28.8194
setup	0	0	0	0	1	2002-06-06 09:45:00	0	0	0.0414176	0	0	0.00930439	0	0.000319171	0	0	0	296.737	0	0	31.1513	30.3529	30.1045	28.9966	28.8195
setup	0	0	0	0	1	2002-06-06 10:00:00	0	0	0.0414176	0	0	0.0093021	0	0.000335665	0	0	0	296.728	0	0	31.1517	30.3437	30.1051	28.9984	28.8197
setup	0	0	0	0	1	2002-06-06 10:15:00	0	0	0.0414176	0	0	0.00929985	0	0.000350745	0	0	0	296.718	0	0	31.151	30.3349	30.1058	28.9997	28.8199
setup	0	0	0	0	1	2002-06-06 10:30:00	0	0	0.0414176	0	0	0.00929763	0	0.000364468	0	0	0	296.708	0	0	31.1495	30.3265	30.1065	29.0005	28.8201
setup	0	0	0	0	1	2002-06-06 10:45:00	0	0	0.0414176	0	0	0.00929545	0	0.000376893	0	0	0	296.699	0	0	31.1476	30.3184	30.1071	29.0009	28.8203
setup	0	0	0	0	1	2002-06-06 11:00:00	0	0	0.0414176	0	0	0.00929329	0	0.000388078	0	0	0	296.689	0	0	31.1454	30.3107	30.1078	29.0011	28.8206
setup	0	0	0	0	1	2002-06-06 11:15:00	0	0	0.0414176	0	0	0.00929116	0	0.000398086	0	0	0	296.679	0	0	31.1429	30.3033	30.1083	29.0011	28.8208
setup	0	0	0	0	1	2002-06-06 11:30:00	0	0	0.0414176	0	0	0.00928905	0	0.00040698	0	0	0	296.67	0	0	31.1402	30.2962	30.1088	29.0009	28.821
setup	0	0	0	0	1	2002-06-06 11:45:00	0	0	0.0414176	0	0	0.00928697	0	0.000414825	0	0	0	296.66	0	0	31.1374	30.2894	30.1093	29.0007	28.8212
setup	0	0	0	0	1	2002-06-06 12:00:00	0	0	0.0414176	0	0	0.00928491	0	0.000421683	0	0	0	296.65	0	0	31.1345	30.2829	30.1096	29.0003	28.8215
setup	0	0	0	0	1	2002-06-06 12:15:00	0	0	0.0414176	0	0	0.00928286	0	0.000427618	0	0	0	296.641	0	0	31.1315	30.2766	30.1099	28.9998	28.8217
setup	0	0	0	0	1	2002-06-06 12:30:00	0	0	0.0414176	0	0	0.00928084	0	0.000432689	0	0	0	296.631	0	0	31.1284	30.2706	30.1101	28.9992	28.8219
setup	0	0	0	0	1	2002-06-06 12:45:00	0	0	0.0414176	0	0	0.00927884	0	0.000436956	0	0	0	296.621	0	0	31.1253	30.2648	30.1103	28.9985	28.8222
setup	0	0	0	0	1	2002-06-06 13:00:00	0	0	0.0414176	0	0	0.00927685	0	0.000440474	0	0	0	296.611	0	0	31.122	30.2591	30.1104	28.9979	28.8224
setup	0	0	0	0	1	2002-06-06 13:15:00	0	0	0.0414176	0	0	0.00927487	0	0.000443297	0	0	0	296.602	0	0	31.1188	30.2536	30.1104	28.9972	28.8227
setup	0	0	0	0	1	2002-06-06 13:30:00	0	0	0.0414176	0	0	0.00927291	0	0.000445477	0	0	0	296.592	0	0	31.1154	30.2483	30.1103	28.9965	28.8229
setup	0	0	0	0	1	2002-06-06 13:45:00	0	0	0.0414176	0	0	0.00927097	0	0.000447062	0	0	0	296.582	0	0	31.1121	30.2432	30.1102	28.9959	28.8232
setup	0	0	0	0	1	2002-06-06 14:00:00	0	0	0.0414176	0	0	0.00926904	0	0.000448096	0	0	0	296.573	0	0	31.1087	30.2382	30.11	28.9955	28.8234
setup	0	0	0	0	1	2002-06-06 14:15:00	0	0	0.0414176	0	0	0.00926711	0	0.000448624	0	0	0	296.563	0	0	31.1053	30.2333	30.1097	28.9951	28.8237
setup	0	0	0	0	1	2002-06-06 14:30:00	0	0	0.0414176	0	0	0.0092652	0	0.000448685	0	0	0	296.553	0	0	31.1019	30.2285	30.1095	28.9948	28.8239
setup	0	0	0	0	1	2002-06-06 14:45:00	0	0	0.0414176	0	0	0.0092633	0	0.000448317	0	0	0	296.543	0	0	31.0984	30.2239	30.1091	28.9946	28.8242
setup	0	0	0	0	1	2002-06-06 15:00:00	0	0	0.0414176	0	0	0.00926141	0	0.000447555	0	0	0	296.534	0	0	31.0949	30.2194	30.1087	28.9944	28.8244
setup	0	0	0	0	1	2002-06-06 15:15:00	0	0	0.0414176	0	0	0.00925953	0	0.000446433	0	0	0	296.524	0	0	31.0914	30.2149	30.1083	28.9943	28.8247
setup	0	0	0	0	1	2002-06-06 15:30:00	0	0	0.0414176	0	0	0.00925766	0	0.000444981	0	0	0	296.514	0	0	31.0879	30.2106	30.1078	28.9943	28.8249
setup	0	0	0	0	1	2002-06-06 15:45:00	0	0	0.0414176	0	0	0.0092558	0	0.000443227	0	0	0	296.505	0	0	31.0843	30.2064	30.1073	28.9944	28.8252
setup	0	0	0	0	1	2002-06-06 16:00:00	0	0	0.0414176	0	0	0.00925394	0	0.0004412	0	0	0	296.495	0	0	31.0808	30.2022	30.1067	28.9944	28.8254
setup	0	0	0	0	1	2002-06-06 16:15:00	0	0	0.0414176	0	0	0.00925209	0	0.000438922	0	0	0	296.485	0	0	31.0772	30.1981	30.1061	28.9946	28.8256
setup	0	0	0	0	1	2002-06-06 16:30:00	0	0	0.0414176	0	0	0.00925025	0	0.000436418	0	0	0	296.476	0	0	31.0736	30.1942	30.1054	28.9947	28.8259
setup	0	0	0	0	1	2002-06-06 16:45:00	0	0	0.0414176	0	0	0.00924842	0	0.000433709	0	0	0	296.466	0	0	31.0701	30.1902	30.1047	28.9949	28.8261
setup	0	0	0	0	1	2002-06-06 17:00:00	0	0	0.0414176	0	0	0.00924659	0	0.000430814	0	0	0	296.456	0	0	31.0665	30.1864	30.104	28.9952	28.8264
setup	0	0	0	0	1	2002-06-06 17:15:00	0	0	0.0414176	0	0	0.00924477	0	0.000427752	0	0	0	296.446	0	0	31.0628	30.1826	30.1032	28.9954	28.8266
setup	0	0	0	0	1	2002-06-06 17:30:00	0	0	0.0414176	0	0	0.00924296	0	0.00042454	0	0	0	296.437	0	0	31.0592	30.1789	30.1024	28.9957	28.8268
setup	0	0	0	0	1	2002-06-06 17:45:00	0	0	0.0414176	0	0	0.00924115	0	0.000421194	0	0	0	296.427	0	0	31.0556	30.1752	30.1015	28.996	28.8271
setup	0	0	0	0	1	2002-06-06 18:00:00	0	0	0.0414176	0	0	0.00923935	0	0.000417728	0	0	0	296.417	0	0	31.052	30.1716	30.1006	28.9963	28.8273
setup	0	0	0	0	1	2002-06-06 18:15:00	0	0	0.0414176	0	0	0.00923755	0	0.000414156	0	0	0	296.408	0	0	31.0483	30.1681	30.0996	28.9967	28.8275
setup	0	0	0	0	1	2002-06-06 18:30:00	0	0	0.0414176	0	0	0.00923576	0	0.00041049	0	0	0	296.398	0	0	31.0447	30.1646	30.0986	28.997	28.8278
setup	0	0	0	0	1	2002-06-06 18:45:00	0	0	0.0414176	0	0	0.00923397	0	0.000406741	0	0	0	296.389	0	0	31.041	30.1612	30.0976	28.9974	28.828
setup	0	0	0	0	1	2002-06-06 19:00:00	0	0	0.0414176	0	0	0.00923219	0	0.000402921	0	0	0	296.379	0	0	31.0374	30.1578	30.0966	28.9978	28.8282
setup	0	0	0	0	1	2002-06-06 19:15:00	0	0	0.0414176	0	0	0.00923042	0	0.000399039	0	0	0	296.369	0	0	31.0337	30.1545	30.0955	28.9981	28.8284
setup	0	0	0	0	1	2002-06-06 19:30:00	0	0	0.0414176	0	0	0.00922865	0	0.000395104	0	0	0	296.36	0	0	31.03	30.1512	30.0944	28.9985	28.8287
setup	0	0	0	0	1	2002-06-06 19:45:00	0	0	0.0414176	0	0	0.00922688	0	0.000391124	0	0	0	296.35	0	0	31.0263	30.148	30.0933	28.9989	28.8289
setup	0	0	0	0	1	2002-06-06 20:00:00	0	0	0.0414176	0	0	0.00922513	0	0.000387107	0	0	0	296.34	0	0	31.0232	30.1448	30.0921	28.9993	28.8291
setup	0	0	0	0	1	2002-06-06 20:15:00	0	0	0.0414176	0	0	0.00922337	0	0.00038306	0	0	0	296.331	0	0	31.0194	30.1416	30.0909	28.9997	28.8293
setup	0	0	0	0	1	2002-06-06 20:30:00	0	0	0.0414176	0	0	0.00922162	0	0.000378989	0	0	0	296.321	0	0	31.0157	30.1385	30.0897	29.0001	28.8295
setup	0	0	0	0	1	2002-06-06 20:45:00	0	0	0.0414176	0	0	0.00921987	0	0.000374901	0	0	0	296.312	0	0	31.012	30.1354	30.0885	29.0005	28.8297
setup	0	0	0	0	1	2002-06-06 21:00:00	0	0	0.0414176	0	0	0.00921813	0	0.000370801	0	0	0	296.302	0	0	31.0083	30.1324	30.0872	29.0009	28.8299
setup	0	0	0	0	1	2002-06-06 21:15:00	0	0	0.0414176	0	0	0.00921638	0	0.000366693	0	0	0	296.292	0	0	31.0046	30.1294	30.086	29.0013	28.8301
setup	0	0	0	0	1	2002-06-06 21:30:00	0	0	0.0414176	0	0	0.00921464	0	0.000362583	0	0	0	296.283	0	0	31.0009	30.1264	30.0847	29.0018	28.8303
setup	0	0	0	0	1	2002-06-06 21:45:00	0	0	0.0414176	0	0	0.0092129	0	0.000358474	0	0	0	296.273	0	0	30.9971	30.1235	30.0834	29.0022	28.8305
setup	0	0	0	0	1	2002-06-06 22:00:00	0	0	0.0414176	0	0	0.00921117	0	0.000354371	0	0	0	296.264	0	0	30.9934	30.1206	30.0821	29.0026	28.8307
setup	0	0	0	0	1	2002-06-06 22:15:00	0	0	0.0414176	0	0	0.00920943	0	0.000350276	0	0	0	296.254	0	0	30.9897	30.1177	30.0808	29.003	28.8309
setup	0	0	0	0	1	2002-06-06 22:30:00	0	0	0.0414176	0	0	0.00920771	0	0.000346191	0	0	0	296.245	0	0	30.986	30.1145	30.0794	29.0034	28.8311
setup	0	0	0	0	1	2002-06-06 22:45:00	0	0	0.0414176	0	0	0.00920598	0	0.000342119	0	0	0	296.235	0	0	30.9823	30.1119	30.0781	29.0038	28.8313
setup	0	0	0	0	1	2002-06-06 23:00:00	0	0	0.0414176	0	0	0.00920425	0	0.000338062	0	0	0	296.226	0	0	30.9786	30.1092	30.0767	29.0042	28.8315
setup	0	0	0	0	1	2002-06-06 23:15:00	0	0	0.0414176	0	0	0.00920253	0	0.000334023	0	0	0	296.216	0	0	30.9749	30.1062	30.0753	29.0046	28.8317
setup	0	0	0	0	1	2002-06-06 23:30:00	0	0	0.0414176	0	0	0.0092008	0	0.000330004	0	0	0	296.206	0	0	30.9712	30.1037	30.074	29.005	28.8319
setup	0	0	0	0	1	2002-06-06 23:45:00	0	0	0.0414176	0	0	0.00919909	0	0.000326007	0	0	0	296.197	0	0	30.9675	30.1007	30.0726	29.0054	28.832
setup	0	0	0	0	1	2002-06-07 00:00:00	0	0	0.0469645	0	0	0.0104291	0	0.000322035	0	0	0	296.186	0	0	30.9633	30.098	30.071	29.0057	28.8322
setup	0	0	0	0	1	2002-06-07 00:15:00	0	0	0.0469645	0	0	0.0104269	0	0.000318088	0	0	0	296.175	0	0	30.959	30.0948	30.0695	29.0061	28.8324
setup	0	0	0	0	1	2002-06-07 00:30:00	0	0	0.0469645	0	0	0.0104248	0	0.000314169	0	0	0	296.165	0	0	30.9548	30.0923	30.0679	29.0065	28.8326
setup	0	0	0	0	1	2002-06-07 00:45:00	0	0	0.0469645	0	0	0.0104226	0	0.00031028	0	0	0	296.154	0	0	30.9506	30.0891	30.0664	29.0069	28.8327
setup	0	0	0	0	1	2002-06-07 01:00:00	0	0	0.0469645	0	0	0.0104204	0	0.000306421	0	0	0	296.143	0	0	30.9464	30.0865	30.0648	29.0072	28.8329
setup	0	0	0	0	1	2002-06-07 01:15:00	0	0	0.0469645	0	0	0.0104182	0	0.000302593	0	0	0	296.133	0	0	30.9422	30.0834	30.0632	29.0076	28.8331
setup	0	0	0	0	1	2002-06-07 01:30:00	0	0	0.0469645	0	0	0.010416	0	0.000298798	0	0	0	296.122	0	0	30.938	30.0808	30.0616	29.008	28.8333
setup	0	0	0	0	1	2002-06-07 01:45:00	0	0	0.0469645	0	0	0.0104138	0	0.000295036	0	0	0	296.111	0	0	30.9339	30.0783	30.0601	29.0083	28.8334
setup	0	0	0	0	1	2002-06-07 02:00:00	0	0	0.0469645	0	0	0.0104117	0	0.000291309	0	0	0	296.1	0	0	30.9297	30.0752	30.0585	29.0087	28.8336
setup	0	0	0	0	1	2002-06-07 02:15:00	0	0	0.0469645	0	0	0.0104095	0	0.000287616	0	0	0	296.09	0	0	30.9255	30.0726	30.0569	29.009	28.8337
setup	0	0	0	0	1	2002-06-07 02:30:00	0	0	0.0469645	0	0	0.0104073	0	0.00028396	0	0	0	296.079	0	0	30.9213	30.0701	30.0553	29.0093	28.8339
setup	0	0	0	0	1	2002-06-07 02:45:00	0	0	0.0469645	0	0	0.0104052	0	0.00028034	0	0	0	296.068	0	0	30.9171	30.0675	30.0537	29.0097	28.8341
setup	0	0	0	0	1	2002-06-07 03:00:00	0	0	0.0469645	0	0	0.010403	0	0.000276757	0	0	0	296.058	0	0	30.9129	30.0649	30.0521	29.01	28.8342
setup	0	0	0	0	1	2002-06-07 03:15:00	0	0	0.0469645	0	0	0.0104008	0	0.000273211	0	0	0	296.047	0	0	30.9087	30.0624	30.0504	29.0103	28.8344
setup	0	0	0	0	1	2002-06-07 03:30:00	0	0	0.0469645	0	0	0.0103987	0	0.000269702	0	0	0	296.036	0	0	30.9045	30.0598	30.0488	29.0106	28.8345
setup	0	0	0	0	1	2002-06-07 03:45:00	0	0	0.0469645	0	0	0.0103965	0	0.000266231	0	0	0	296.026	0	0	30.9003	30.0573	30.0472	29.0109	28.8347
setup	0	0	0	0	1	2002-06-07 04:00:00	0	0	0.0469645	0	0	0.0103944	0	0.000262798	0	0	0	296.015	0	0	30.8961	30.0547	30.0456	29.0112	28.8348
setup	0	0	0	0	1	2002-06-07 04:15:00	0	0	0.0469645	0	0	0.0103922	0	0.000259403	0	0	0	296.004	0	0	30.8919	30.0522	30.044	29.0115	28.8349
setup	0	0	0	0	1	2002-06-07 04:30:00	0	0	0.0469645	0	0	0.0103901	0	0.000256046	0	0	0	295.994	0	0	30.8877	30.0496	30.0423	29.0118	28.8351
setup	0	0	0	0	1	2002-06-07 04:45:00	0	0	0.0469645	0	0	0.0103879	0	0.000252728	0	0	0	295.983	0	0	30.8836	30.0471	30.0407	29.0121	28.8352
setup	0	0	0	0	1	2002-06-07 05:00:00	0	0	0.0469645	0	0	0.0103858	0	0.000249447	0	0	0	295.972	0	0	30.8794	30.0445	30.039	29.0124	28.8354
setup	0	0	0	0	1	2002-06-07 05:15:00	0	0	0.0469645	0	0	0.0103837	0	0.000246204	0	0	0	295.962	0	0	30.8752	30.042	30.037	29.0126	28.8355
setup	0	0	0	0	1	2002-06-07 05:30:00	0	0	0.0469645	0	0	0.0103815	0	0.000242999	0	0	0	295.951	0	0	30.871	30.0394	30.0355	29.0129	28.8356
setup	0	0	0	0	1	2002-06-07 05:45:00	0	0	0.0469645	0	0	0.0103794	0	0.000239831	0	0	0	295.941	0	0	30.8668	30.0369	30.0336	29.0132	28.8358
setup	0	0	0	0	1	2002-06-07 06:00:00	0	0	0.0469645	0	0	0.0103772	0	0.0002367	0	0	0	295.93	0	0	30.8626	30.0343	30.0322	29.0134	28.8359
setup	0	0	0	0	1	2002-06-07 06:15:00	0	0	0.0469645	0	0	0.0103751	0	0.000233606	0	0	0	295.919	0	0	30.8585	30.0318	30.0304	29.0136	28.836
setup	0	0	0	0	1	2002-06-07 06:30:00	0	0	0.0469645	0	0	0.010373	0	0.000230549	0	0	0	295.909	0	0	30.8543	30.0292	30.0292	29.0139	28.8362
